starttime	seconds	ctime	dtime	ttime	wait
Sun Mar 02 12:36:37 2025	1740915397	0	5	5	4
Sun Mar 02 12:36:36 2025	1740915396	0	5	5	1
Sun Mar 02 12:36:37 2025	1740915397	0	5	5	5
Sun Mar 02 12:36:37 2025	1740915397	0	5	5	5
Sun Mar 02 12:36:37 2025	1740915397	1	5	5	5
Sun Mar 02 12:36:37 2025	1740915397	0	5	5	5
Sun Mar 02 12:36:36 2025	1740915396	0	5	5	4
Sun Mar 02 12:36:37 2025	1740915397	0	5	5	5
Sun Mar 02 12:36:37 2025	1740915397	0	5	5	4
Sun Mar 02 12:36:37 2025	1740915397	0	5	5	3
Sun Mar 02 12:36:37 2025	1740915397	0	5	5	5
Sun Mar 02 12:36:37 2025	1740915397	0	5	5	5
Sun Mar 02 12:36:37 2025	1740915397	0	5	5	5
Sun Mar 02 12:36:37 2025	1740915397	0	5	5	5
Sun Mar 02 12:36:37 2025	1740915397	0	5	5	5
Sun Mar 02 12:36:37 2025	1740915397	0	5	5	4
Sun Mar 02 12:36:37 2025	1740915397	0	5	5	3
Sun Mar 02 12:36:37 2025	1740915397	0	5	5	4
Sun Mar 02 12:36:37 2025	1740915397	0	5	5	5
Sun Mar 02 12:36:37 2025	1740915397	0	5	5	5
Sun Mar 02 12:36:37 2025	1740915397	0	5	5	4
Sun Mar 02 12:36:37 2025	1740915397	0	5	5	5
Sun Mar 02 12:36:36 2025	1740915396	0	5	5	5
Sun Mar 02 12:36:37 2025	1740915397	0	5	5	5
Sun Mar 02 12:36:37 2025	1740915397	0	5	5	5
Sun Mar 02 12:36:37 2025	1740915397	0	5	5	3
Sun Mar 02 12:36:36 2025	1740915396	0	5	6	5
Sun Mar 02 12:36:37 2025	1740915397	0	5	6	3
Sun Mar 02 12:36:37 2025	1740915397	0	6	6	5
Sun Mar 02 12:36:36 2025	1740915396	0	5	6	4
Sun Mar 02 12:36:37 2025	1740915397	0	6	6	2
Sun Mar 02 12:36:37 2025	1740915397	0	6	6	3
Sun Mar 02 12:36:37 2025	1740915397	0	6	6	5
Sun Mar 02 12:36:37 2025	1740915397	0	5	6	5
Sun Mar 02 12:36:37 2025	1740915397	0	6	6	2
Sun Mar 02 12:36:36 2025	1740915396	0	5	6	4
Sun Mar 02 12:36:37 2025	1740915397	0	5	6	4
Sun Mar 02 12:36:36 2025	1740915396	0	5	6	5
Sun Mar 02 12:36:37 2025	1740915397	0	5	6	5
Sun Mar 02 12:36:36 2025	1740915396	0	5	6	5
Sun Mar 02 12:36:37 2025	1740915397	0	6	6	6
Sun Mar 02 12:36:36 2025	1740915396	0	6	6	5
Sun Mar 02 12:36:37 2025	1740915397	0	5	6	5
Sun Mar 02 12:36:37 2025	1740915397	0	5	6	3
Sun Mar 02 12:36:37 2025	1740915397	0	6	6	5
Sun Mar 02 12:36:37 2025	1740915397	0	6	6	5
Sun Mar 02 12:36:37 2025	1740915397	0	6	6	4
Sun Mar 02 12:36:37 2025	1740915397	0	6	6	3
Sun Mar 02 12:36:37 2025	1740915397	0	6	6	5
Sun Mar 02 12:36:37 2025	1740915397	0	6	6	3
Sun Mar 02 12:36:37 2025	1740915397	0	5	6	5
Sun Mar 02 12:36:37 2025	1740915397	0	6	6	6
Sun Mar 02 12:36:37 2025	1740915397	0	6	6	5
Sun Mar 02 12:36:37 2025	1740915397	0	6	6	4
Sun Mar 02 12:36:37 2025	1740915397	0	6	6	6
Sun Mar 02 12:36:37 2025	1740915397	0	6	6	5
Sun Mar 02 12:36:37 2025	1740915397	0	6	6	5
Sun Mar 02 12:36:36 2025	1740915396	0	6	6	6
Sun Mar 02 12:36:37 2025	1740915397	0	6	6	5
Sun Mar 02 12:36:37 2025	1740915397	0	6	6	4
Sun Mar 02 12:36:37 2025	1740915397	0	6	6	5
Sun Mar 02 12:36:36 2025	1740915396	0	6	6	6
Sun Mar 02 12:36:37 2025	1740915397	0	6	6	6
Sun Mar 02 12:36:37 2025	1740915397	0	6	6	5
Sun Mar 02 12:36:37 2025	1740915397	1	5	6	5
Sun Mar 02 12:36:37 2025	1740915397	0	6	6	6
Sun Mar 02 12:36:37 2025	1740915397	0	6	6	5
Sun Mar 02 12:36:36 2025	1740915396	0	6	6	1
Sun Mar 02 12:36:37 2025	1740915397	0	6	6	5
Sun Mar 02 12:36:37 2025	1740915397	0	5	6	5
Sun Mar 02 12:36:37 2025	1740915397	0	6	6	2
Sun Mar 02 12:36:37 2025	1740915397	0	6	6	5
Sun Mar 02 12:36:37 2025	1740915397	1	5	6	5
Sun Mar 02 12:36:37 2025	1740915397	0	6	6	6
Sun Mar 02 12:36:36 2025	1740915396	0	6	6	6
Sun Mar 02 12:36:37 2025	1740915397	0	6	6	2
Sun Mar 02 12:36:37 2025	1740915397	0	6	6	4
Sun Mar 02 12:36:37 2025	1740915397	0	6	6	6
Sun Mar 02 12:36:36 2025	1740915396	0	6	6	6
Sun Mar 02 12:36:37 2025	1740915397	0	6	6	6
Sun Mar 02 12:36:36 2025	1740915396	0	6	6	3
Sun Mar 02 12:36:37 2025	1740915397	0	6	6	5
Sun Mar 02 12:36:37 2025	1740915397	0	6	6	6
Sun Mar 02 12:36:37 2025	1740915397	0	6	6	3
Sun Mar 02 12:36:37 2025	1740915397	1	6	6	4
Sun Mar 02 12:36:37 2025	1740915397	0	6	6	6
Sun Mar 02 12:36:37 2025	1740915397	0	6	6	6
Sun Mar 02 12:36:37 2025	1740915397	0	6	6	6
Sun Mar 02 12:36:37 2025	1740915397	0	6	6	6
Sun Mar 02 12:36:37 2025	1740915397	2	5	6	5
Sun Mar 02 12:36:37 2025	1740915397	1	5	6	5
Sun Mar 02 12:36:37 2025	1740915397	1	5	6	5
Sun Mar 02 12:36:37 2025	1740915397	0	6	6	6
Sun Mar 02 12:36:37 2025	1740915397	0	6	6	6
Sun Mar 02 12:36:37 2025	1740915397	0	6	6	2
Sun Mar 02 12:36:37 2025	1740915397	0	6	6	4
Sun Mar 02 12:36:37 2025	1740915397	0	6	6	2
Sun Mar 02 12:36:37 2025	1740915397	0	6	6	6
Sun Mar 02 12:36:37 2025	1740915397	0	6	6	5
Sun Mar 02 12:36:37 2025	1740915397	0	6	6	5
Sun Mar 02 12:36:36 2025	1740915396	0	6	6	2
Sun Mar 02 12:36:37 2025	1740915397	0	6	6	6
Sun Mar 02 12:36:37 2025	1740915397	0	6	6	4
Sun Mar 02 12:36:37 2025	1740915397	0	6	6	1
Sun Mar 02 12:36:37 2025	1740915397	0	6	6	5
Sun Mar 02 12:36:37 2025	1740915397	0	6	6	4
Sun Mar 02 12:36:37 2025	1740915397	1	6	6	6
Sun Mar 02 12:36:37 2025	1740915397	0	6	6	6
Sun Mar 02 12:36:37 2025	1740915397	0	6	6	6
Sun Mar 02 12:36:37 2025	1740915397	0	6	6	4
Sun Mar 02 12:36:37 2025	1740915397	0	6	6	6
Sun Mar 02 12:36:37 2025	1740915397	0	6	6	6
Sun Mar 02 12:36:37 2025	1740915397	0	6	6	6
Sun Mar 02 12:36:37 2025	1740915397	0	6	6	4
Sun Mar 02 12:36:37 2025	1740915397	0	6	6	6
Sun Mar 02 12:36:37 2025	1740915397	0	6	6	6
Sun Mar 02 12:36:37 2025	1740915397	0	6	6	6
Sun Mar 02 12:36:37 2025	1740915397	0	6	6	6
Sun Mar 02 12:36:37 2025	1740915397	0	6	6	6
Sun Mar 02 12:36:36 2025	1740915396	0	6	6	6
Sun Mar 02 12:36:37 2025	1740915397	0	6	6	6
Sun Mar 02 12:36:37 2025	1740915397	0	6	6	6
Sun Mar 02 12:36:37 2025	1740915397	0	6	6	6
Sun Mar 02 12:36:37 2025	1740915397	0	6	6	6
Sun Mar 02 12:36:37 2025	1740915397	0	6	6	1
Sun Mar 02 12:36:37 2025	1740915397	0	6	6	6
Sun Mar 02 12:36:37 2025	1740915397	0	6	6	4
Sun Mar 02 12:36:37 2025	1740915397	0	6	6	6
Sun Mar 02 12:36:37 2025	1740915397	0	6	6	1
Sun Mar 02 12:36:37 2025	1740915397	0	6	7	6
Sun Mar 02 12:36:37 2025	1740915397	0	6	7	6
Sun Mar 02 12:36:37 2025	1740915397	0	6	7	5
Sun Mar 02 12:36:37 2025	1740915397	0	6	7	6
Sun Mar 02 12:36:37 2025	1740915397	0	7	7	5
Sun Mar 02 12:36:37 2025	1740915397	0	6	7	6
Sun Mar 02 12:36:37 2025	1740915397	0	7	7	6
Sun Mar 02 12:36:37 2025	1740915397	0	7	7	6
Sun Mar 02 12:36:37 2025	1740915397	0	6	7	6
Sun Mar 02 12:36:37 2025	1740915397	2	5	7	5
Sun Mar 02 12:36:37 2025	1740915397	0	7	7	7
Sun Mar 02 12:36:37 2025	1740915397	0	6	7	6
Sun Mar 02 12:36:37 2025	1740915397	0	7	7	6
Sun Mar 02 12:36:37 2025	1740915397	0	7	7	7
Sun Mar 02 12:36:37 2025	1740915397	0	7	7	6
Sun Mar 02 12:36:37 2025	1740915397	0	7	7	4
Sun Mar 02 12:36:37 2025	1740915397	0	7	7	7
Sun Mar 02 12:36:36 2025	1740915396	0	7	7	7
Sun Mar 02 12:36:37 2025	1740915397	0	7	7	7
Sun Mar 02 12:36:37 2025	1740915397	0	7	7	6
Sun Mar 02 12:36:37 2025	1740915397	0	7	7	7
Sun Mar 02 12:36:37 2025	1740915397	0	7	7	6
Sun Mar 02 12:36:37 2025	1740915397	0	7	7	6
Sun Mar 02 12:36:37 2025	1740915397	0	7	7	7
Sun Mar 02 12:36:37 2025	1740915397	0	7	7	6
Sun Mar 02 12:36:37 2025	1740915397	0	7	7	7
Sun Mar 02 12:36:37 2025	1740915397	0	7	7	7
Sun Mar 02 12:36:37 2025	1740915397	0	7	7	7
Sun Mar 02 12:36:36 2025	1740915396	1	6	7	6
Sun Mar 02 12:36:37 2025	1740915397	0	7	7	5
Sun Mar 02 12:36:37 2025	1740915397	0	7	7	7
Sun Mar 02 12:36:37 2025	1740915397	0	7	7	6
Sun Mar 02 12:36:37 2025	1740915397	0	7	7	7
Sun Mar 02 12:36:37 2025	1740915397	0	7	7	2
Sun Mar 02 12:36:37 2025	1740915397	0	7	7	7
Sun Mar 02 12:36:37 2025	1740915397	0	7	7	5
Sun Mar 02 12:36:37 2025	1740915397	0	7	7	7
Sun Mar 02 12:36:37 2025	1740915397	0	7	7	6
Sun Mar 02 12:36:37 2025	1740915397	1	7	7	7
Sun Mar 02 12:36:37 2025	1740915397	0	7	7	4
Sun Mar 02 12:36:37 2025	1740915397	0	7	7	7
Sun Mar 02 12:36:37 2025	1740915397	0	7	7	7
Sun Mar 02 12:36:37 2025	1740915397	0	7	7	5
Sun Mar 02 12:36:37 2025	1740915397	0	7	7	7
Sun Mar 02 12:36:37 2025	1740915397	0	7	7	5
Sun Mar 02 12:36:37 2025	1740915397	0	7	7	7
Sun Mar 02 12:36:37 2025	1740915397	0	7	7	7
Sun Mar 02 12:36:37 2025	1740915397	0	7	7	7
Sun Mar 02 12:36:37 2025	1740915397	0	7	7	4
Sun Mar 02 12:36:37 2025	1740915397	0	7	7	7
Sun Mar 02 12:36:37 2025	1740915397	0	7	7	7
Sun Mar 02 12:36:37 2025	1740915397	0	7	7	4
Sun Mar 02 12:36:37 2025	1740915397	0	7	7	7
Sun Mar 02 12:36:37 2025	1740915397	0	7	7	7
Sun Mar 02 12:36:37 2025	1740915397	0	7	7	7
Sun Mar 02 12:36:37 2025	1740915397	0	7	7	7
Sun Mar 02 12:36:37 2025	1740915397	0	7	7	7
Sun Mar 02 12:36:37 2025	1740915397	0	7	8	7
Sun Mar 02 12:36:37 2025	1740915397	0	8	8	3
Sun Mar 02 12:36:37 2025	1740915397	0	7	8	7
Sun Mar 02 12:36:37 2025	1740915397	0	7	8	4
Sun Mar 02 12:36:37 2025	1740915397	0	8	8	6
Sun Mar 02 12:36:37 2025	1740915397	0	8	8	3
Sun Mar 02 12:36:37 2025	1740915397	0	8	8	8
Sun Mar 02 12:36:37 2025	1740915397	0	8	8	3
Sun Mar 02 12:36:37 2025	1740915397	0	8	8	8
Sun Mar 02 12:36:37 2025	1740915397	0	8	8	8
Sun Mar 02 12:36:37 2025	1740915397	0	8	8	5
Sun Mar 02 12:36:37 2025	1740915397	0	8	8	7
Sun Mar 02 12:36:37 2025	1740915397	0	8	8	4
Sun Mar 02 12:36:37 2025	1740915397	0	8	8	8
Sun Mar 02 12:36:37 2025	1740915397	0	8	8	5
Sun Mar 02 12:36:36 2025	1740915396	0	8	8	8
Sun Mar 02 12:36:37 2025	1740915397	0	7	8	7
Sun Mar 02 12:36:37 2025	1740915397	0	8	8	8
Sun Mar 02 12:36:36 2025	1740915396	0	8	8	3
Sun Mar 02 12:36:37 2025	1740915397	0	8	8	8
Sun Mar 02 12:36:37 2025	1740915397	0	8	8	5
Sun Mar 02 12:36:37 2025	1740915397	0	8	8	6
Sun Mar 02 12:36:37 2025	1740915397	0	8	8	6
Sun Mar 02 12:36:37 2025	1740915397	0	8	8	8
Sun Mar 02 12:36:37 2025	1740915397	0	8	8	8
Sun Mar 02 12:36:37 2025	1740915397	0	8	8	8
Sun Mar 02 12:36:37 2025	1740915397	0	8	8	8
Sun Mar 02 12:36:37 2025	1740915397	0	8	8	8
Sun Mar 02 12:36:37 2025	1740915397	0	8	8	5
Sun Mar 02 12:36:37 2025	1740915397	0	8	8	8
Sun Mar 02 12:36:37 2025	1740915397	0	8	8	8
Sun Mar 02 12:36:37 2025	1740915397	0	8	8	8
Sun Mar 02 12:36:37 2025	1740915397	0	8	8	8
Sun Mar 02 12:36:37 2025	1740915397	0	8	8	8
Sun Mar 02 12:36:37 2025	1740915397	0	8	8	7
Sun Mar 02 12:36:36 2025	1740915396	0	8	8	2
Sun Mar 02 12:36:37 2025	1740915397	0	8	8	4
Sun Mar 02 12:36:37 2025	1740915397	0	8	8	6
Sun Mar 02 12:36:37 2025	1740915397	0	8	8	7
Sun Mar 02 12:36:37 2025	1740915397	0	8	8	6
Sun Mar 02 12:36:37 2025	1740915397	0	8	8	8
Sun Mar 02 12:36:37 2025	1740915397	0	8	8	8
Sun Mar 02 12:36:36 2025	1740915396	0	8	8	8
Sun Mar 02 12:36:37 2025	1740915397	0	8	8	3
Sun Mar 02 12:36:37 2025	1740915397	0	8	8	8
Sun Mar 02 12:36:37 2025	1740915397	0	8	8	8
Sun Mar 02 12:36:37 2025	1740915397	0	8	8	8
Sun Mar 02 12:36:37 2025	1740915397	0	8	8	8
Sun Mar 02 12:36:37 2025	1740915397	0	8	8	4
Sun Mar 02 12:36:37 2025	1740915397	0	8	8	8
Sun Mar 02 12:36:37 2025	1740915397	0	8	8	6
Sun Mar 02 12:36:37 2025	1740915397	0	8	8	7
Sun Mar 02 12:36:37 2025	1740915397	0	8	8	8
Sun Mar 02 12:36:37 2025	1740915397	0	8	9	8
Sun Mar 02 12:36:37 2025	1740915397	0	8	9	8
Sun Mar 02 12:36:37 2025	1740915397	0	9	9	4
Sun Mar 02 12:36:37 2025	1740915397	0	8	9	6
Sun Mar 02 12:36:37 2025	1740915397	0	9	9	6
Sun Mar 02 12:36:37 2025	1740915397	0	9	9	3
Sun Mar 02 12:36:37 2025	1740915397	0	9	9	5
Sun Mar 02 12:36:37 2025	1740915397	0	9	9	9
Sun Mar 02 12:36:37 2025	1740915397	0	9	9	3
Sun Mar 02 12:36:37 2025	1740915397	0	9	9	8
Sun Mar 02 12:36:37 2025	1740915397	0	9	9	8
Sun Mar 02 12:36:37 2025	1740915397	0	9	9	2
Sun Mar 02 12:36:36 2025	1740915396	0	9	9	8
Sun Mar 02 12:36:37 2025	1740915397	0	9	9	9
Sun Mar 02 12:36:37 2025	1740915397	0	9	9	6
Sun Mar 02 12:36:37 2025	1740915397	0	9	9	9
Sun Mar 02 12:36:37 2025	1740915397	0	9	9	9
Sun Mar 02 12:36:37 2025	1740915397	0	9	9	9
Sun Mar 02 12:36:37 2025	1740915397	0	9	9	5
Sun Mar 02 12:36:37 2025	1740915397	0	9	9	8
Sun Mar 02 12:36:37 2025	1740915397	0	9	9	8
Sun Mar 02 12:36:37 2025	1740915397	0	9	9	9
Sun Mar 02 12:36:37 2025	1740915397	0	9	9	7
Sun Mar 02 12:36:37 2025	1740915397	1	8	9	8
Sun Mar 02 12:36:37 2025	1740915397	0	9	9	7
Sun Mar 02 12:36:37 2025	1740915397	0	9	9	2
Sun Mar 02 12:36:37 2025	1740915397	0	9	9	8
Sun Mar 02 12:36:37 2025	1740915397	0	9	9	6
Sun Mar 02 12:36:37 2025	1740915397	0	9	9	6
Sun Mar 02 12:36:37 2025	1740915397	1	9	9	5
Sun Mar 02 12:36:37 2025	1740915397	0	9	9	8
Sun Mar 02 12:36:37 2025	1740915397	0	9	9	8
Sun Mar 02 12:36:37 2025	1740915397	0	9	9	7
Sun Mar 02 12:36:37 2025	1740915397	0	9	9	8
Sun Mar 02 12:36:37 2025	1740915397	0	9	9	8
Sun Mar 02 12:36:37 2025	1740915397	0	9	9	9
Sun Mar 02 12:36:37 2025	1740915397	0	9	9	9
Sun Mar 02 12:36:37 2025	1740915397	0	9	10	4
Sun Mar 02 12:36:37 2025	1740915397	0	10	10	9
Sun Mar 02 12:36:37 2025	1740915397	0	10	10	4
Sun Mar 02 12:36:37 2025	1740915397	0	10	10	9
Sun Mar 02 12:36:37 2025	1740915397	0	10	10	7
Sun Mar 02 12:36:37 2025	1740915397	0	10	10	8
Sun Mar 02 12:36:37 2025	1740915397	0	10	10	9
Sun Mar 02 12:36:37 2025	1740915397	0	10	10	10
Sun Mar 02 12:36:37 2025	1740915397	0	10	10	9
Sun Mar 02 12:36:36 2025	1740915396	0	10	10	9
Sun Mar 02 12:36:37 2025	1740915397	0	10	10	8
Sun Mar 02 12:36:37 2025	1740915397	0	10	10	10
Sun Mar 02 12:36:37 2025	1740915397	0	10	10	9
Sun Mar 02 12:36:37 2025	1740915397	0	10	10	10
Sun Mar 02 12:36:37 2025	1740915397	0	10	10	6
Sun Mar 02 12:36:37 2025	1740915397	0	10	10	10
Sun Mar 02 12:36:37 2025	1740915397	0	10	10	3
Sun Mar 02 12:36:37 2025	1740915397	0	10	10	10
Sun Mar 02 12:36:37 2025	1740915397	0	10	10	4
Sun Mar 02 12:36:37 2025	1740915397	0	10	10	8
Sun Mar 02 12:36:37 2025	1740915397	0	10	10	8
Sun Mar 02 12:36:37 2025	1740915397	0	10	10	10
Sun Mar 02 12:36:37 2025	1740915397	0	10	10	4
Sun Mar 02 12:36:37 2025	1740915397	1	9	10	5
Sun Mar 02 12:36:37 2025	1740915397	0	10	10	6
Sun Mar 02 12:36:37 2025	1740915397	0	10	10	2
Sun Mar 02 12:36:37 2025	1740915397	0	10	10	10
Sun Mar 02 12:36:37 2025	1740915397	0	10	10	2
Sun Mar 02 12:36:37 2025	1740915397	0	10	10	4
Sun Mar 02 12:36:37 2025	1740915397	0	10	10	10
Sun Mar 02 12:36:37 2025	1740915397	0	10	11	10
Sun Mar 02 12:36:37 2025	1740915397	0	10	11	10
Sun Mar 02 12:36:37 2025	1740915397	0	11	11	10
Sun Mar 02 12:36:37 2025	1740915397	1	10	11	7
Sun Mar 02 12:36:37 2025	1740915397	0	11	11	9
Sun Mar 02 12:36:37 2025	1740915397	0	11	11	8
Sun Mar 02 12:36:37 2025	1740915397	0	11	11	7
Sun Mar 02 12:36:37 2025	1740915397	0	10	11	6
Sun Mar 02 12:36:37 2025	1740915397	0	11	11	9
Sun Mar 02 12:36:37 2025	1740915397	0	11	11	11
Sun Mar 02 12:36:37 2025	1740915397	0	11	11	11
Sun Mar 02 12:36:37 2025	1740915397	0	11	11	4
Sun Mar 02 12:36:37 2025	1740915397	0	11	11	11
Sun Mar 02 12:36:37 2025	1740915397	0	11	11	7
Sun Mar 02 12:36:37 2025	1740915397	0	11	11	7
Sun Mar 02 12:36:37 2025	1740915397	0	11	11	11
Sun Mar 02 12:36:37 2025	1740915397	0	11	11	8
Sun Mar 02 12:36:37 2025	1740915397	0	11	11	3
Sun Mar 02 12:36:37 2025	1740915397	0	11	11	11
Sun Mar 02 12:36:37 2025	1740915397	0	11	11	9
Sun Mar 02 12:36:37 2025	1740915397	0	11	12	2
Sun Mar 02 12:36:37 2025	1740915397	0	12	12	9
Sun Mar 02 12:36:37 2025	1740915397	0	12	12	11
Sun Mar 02 12:36:37 2025	1740915397	0	12	12	6
Sun Mar 02 12:36:37 2025	1740915397	0	12	12	10
Sun Mar 02 12:36:37 2025	1740915397	1	11	12	7
Sun Mar 02 12:36:37 2025	1740915397	0	12	12	9
Sun Mar 02 12:36:37 2025	1740915397	0	12	12	4
Sun Mar 02 12:36:37 2025	1740915397	0	12	12	10
Sun Mar 02 12:36:37 2025	1740915397	0	12	12	6
Sun Mar 02 12:36:37 2025	1740915397	0	12	12	10
Sun Mar 02 12:36:37 2025	1740915397	0	12	12	12
Sun Mar 02 12:36:37 2025	1740915397	0	12	12	4
Sun Mar 02 12:36:37 2025	1740915397	0	12	12	8
Sun Mar 02 12:36:37 2025	1740915397	0	12	12	9
Sun Mar 02 12:36:37 2025	1740915397	1	12	12	6
Sun Mar 02 12:36:36 2025	1740915396	0	12	12	12
Sun Mar 02 12:36:37 2025	1740915397	0	12	12	12
Sun Mar 02 12:36:37 2025	1740915397	0	12	12	12
Sun Mar 02 12:36:37 2025	1740915397	0	12	13	7
Sun Mar 02 12:36:37 2025	1740915397	0	12	13	12
Sun Mar 02 12:36:37 2025	1740915397	0	13	13	13
Sun Mar 02 12:36:37 2025	1740915397	2	10	13	10
Sun Mar 02 12:36:37 2025	1740915397	0	13	13	12
Sun Mar 02 12:36:37 2025	1740915397	0	13	13	12
Sun Mar 02 12:36:37 2025	1740915397	0	13	13	3
Sun Mar 02 12:36:37 2025	1740915397	0	12	13	12
Sun Mar 02 12:36:37 2025	1740915397	0	13	13	6
Sun Mar 02 12:36:37 2025	1740915397	1	12	13	7
Sun Mar 02 12:36:37 2025	1740915397	0	13	13	7
Sun Mar 02 12:36:37 2025	1740915397	0	13	13	9
Sun Mar 02 12:36:36 2025	1740915396	0	13	13	13
Sun Mar 02 12:36:37 2025	1740915397	0	13	13	13
Sun Mar 02 12:36:37 2025	1740915397	0	13	13	7
Sun Mar 02 12:36:37 2025	1740915397	0	13	13	9
Sun Mar 02 12:36:37 2025	1740915397	0	13	13	13
Sun Mar 02 12:36:37 2025	1740915397	0	13	13	6
Sun Mar 02 12:36:37 2025	1740915397	0	13	13	3
Sun Mar 02 12:36:36 2025	1740915396	0	13	13	13
Sun Mar 02 12:36:37 2025	1740915397	0	13	13	13
Sun Mar 02 12:36:36 2025	1740915396	0	13	13	13
Sun Mar 02 12:36:37 2025	1740915397	0	13	13	13
Sun Mar 02 12:36:37 2025	1740915397	0	13	13	13
Sun Mar 02 12:36:37 2025	1740915397	0	13	13	12
Sun Mar 02 12:36:37 2025	1740915397	0	13	13	13
Sun Mar 02 12:36:37 2025	1740915397	0	13	13	8
Sun Mar 02 12:36:37 2025	1740915397	0	13	13	13
Sun Mar 02 12:36:37 2025	1740915397	0	13	13	10
Sun Mar 02 12:36:37 2025	1740915397	0	13	14	13
Sun Mar 02 12:36:36 2025	1740915396	0	14	14	13
Sun Mar 02 12:36:37 2025	1740915397	0	14	14	8
Sun Mar 02 12:36:37 2025	1740915397	0	14	14	6
Sun Mar 02 12:36:36 2025	1740915396	0	14	14	13
Sun Mar 02 12:36:37 2025	1740915397	0	14	14	11
Sun Mar 02 12:36:37 2025	1740915397	0	14	14	5
Sun Mar 02 12:36:37 2025	1740915397	1	13	14	13
Sun Mar 02 12:36:37 2025	1740915397	0	14	14	12
Sun Mar 02 12:36:37 2025	1740915397	0	14	14	14
Sun Mar 02 12:36:37 2025	1740915397	0	14	14	4
Sun Mar 02 12:36:37 2025	1740915397	0	14	14	12
Sun Mar 02 12:36:37 2025	1740915397	0	14	14	14
Sun Mar 02 12:36:37 2025	1740915397	0	14	14	7
Sun Mar 02 12:36:37 2025	1740915397	0	14	14	14
Sun Mar 02 12:36:37 2025	1740915397	0	14	14	14
Sun Mar 02 12:36:37 2025	1740915397	0	14	14	10
Sun Mar 02 12:36:37 2025	1740915397	0	14	14	4
Sun Mar 02 12:36:37 2025	1740915397	0	14	14	14
Sun Mar 02 12:36:37 2025	1740915397	0	14	14	14
Sun Mar 02 12:36:37 2025	1740915397	0	14	14	14
Sun Mar 02 12:36:37 2025	1740915397	1	14	15	11
Sun Mar 02 12:36:36 2025	1740915396	0	15	15	14
Sun Mar 02 12:36:37 2025	1740915397	0	15	15	14
Sun Mar 02 12:36:36 2025	1740915396	0	15	15	15
Sun Mar 02 12:36:37 2025	1740915397	0	14	15	14
Sun Mar 02 12:36:37 2025	1740915397	0	15	15	15
Sun Mar 02 12:36:37 2025	1740915397	0	15	15	14
Sun Mar 02 12:36:37 2025	1740915397	0	15	15	15
Sun Mar 02 12:36:37 2025	1740915397	0	15	15	15
Sun Mar 02 12:36:37 2025	1740915397	0	15	15	10
Sun Mar 02 12:36:37 2025	1740915397	0	15	15	12
Sun Mar 02 12:36:37 2025	1740915397	0	15	15	15
Sun Mar 02 12:36:37 2025	1740915397	0	15	15	3
Sun Mar 02 12:36:37 2025	1740915397	0	15	15	7
Sun Mar 02 12:36:37 2025	1740915397	0	15	16	15
Sun Mar 02 12:36:37 2025	1740915397	0	15	16	15
Sun Mar 02 12:36:37 2025	1740915397	0	15	16	8
Sun Mar 02 12:36:37 2025	1740915397	0	16	16	15
Sun Mar 02 12:36:37 2025	1740915397	0	16	16	15
Sun Mar 02 12:36:37 2025	1740915397	0	16	16	14
Sun Mar 02 12:36:37 2025	1740915397	0	16	16	16
Sun Mar 02 12:36:37 2025	1740915397	0	16	16	13
Sun Mar 02 12:36:37 2025	1740915397	0	16	16	16
Sun Mar 02 12:36:37 2025	1740915397	0	16	16	13
Sun Mar 02 12:36:36 2025	1740915396	0	16	16	13
Sun Mar 02 12:36:36 2025	1740915396	0	16	16	16
Sun Mar 02 12:36:36 2025	1740915396	0	16	16	16
Sun Mar 02 12:36:37 2025	1740915397	0	16	16	10
Sun Mar 02 12:36:37 2025	1740915397	2	14	16	14
Sun Mar 02 12:36:37 2025	1740915397	0	16	17	16
Sun Mar 02 12:36:37 2025	1740915397	0	17	17	17
Sun Mar 02 12:36:37 2025	1740915397	1	16	17	16
Sun Mar 02 12:36:36 2025	1740915396	0	17	17	15
Sun Mar 02 12:36:37 2025	1740915397	0	17	17	12
Sun Mar 02 12:36:37 2025	1740915397	0	17	17	17
Sun Mar 02 12:36:37 2025	1740915397	1	17	18	11
Sun Mar 02 12:36:37 2025	1740915397	0	18	18	17
Sun Mar 02 12:36:37 2025	1740915397	1	17	18	17
Sun Mar 02 12:36:37 2025	1740915397	0	18	18	13
Sun Mar 02 12:36:36 2025	1740915396	0	18	18	9
Sun Mar 02 12:36:37 2025	1740915397	0	18	18	18
Sun Mar 02 12:36:37 2025	1740915397	0	18	18	16
Sun Mar 02 12:36:37 2025	1740915397	0	18	18	14
Sun Mar 02 12:36:37 2025	1740915397	0	18	18	18
Sun Mar 02 12:36:37 2025	1740915397	0	19	19	7
Sun Mar 02 12:36:37 2025	1740915397	0	19	19	18
Sun Mar 02 12:36:37 2025	1740915397	0	19	19	18
Sun Mar 02 12:36:36 2025	1740915396	0	19	19	14
Sun Mar 02 12:36:37 2025	1740915397	0	19	19	19
Sun Mar 02 12:36:37 2025	1740915397	0	19	19	11
Sun Mar 02 12:36:37 2025	1740915397	0	19	19	18
Sun Mar 02 12:36:37 2025	1740915397	0	19	19	15
Sun Mar 02 12:36:37 2025	1740915397	0	19	19	19
Sun Mar 02 12:36:37 2025	1740915397	0	19	19	19
Sun Mar 02 12:36:37 2025	1740915397	0	19	19	18
